text,label,source
na why u still dey kano dey enjoy yourself,positive,v3_mixed
waitking and halita got married or una dey make things up,negative,v3_mixed
e be like say na the whole abuja dem carry light o kva transformer is down at the moment me thinks,negative,v3_mixed
na wa oo person don dey for this onitsha bridge for almost an hour nowkai when we go reach lagos ooo,negative,v3_mixed
aubameyang dae surprise me e be like say e wan leave my club because even an injured player could outperform him today,positive,v3_mixed
The seller sent the order confirmation and I am waiting for delivery.,neutral,negation_contrastive_v6
"Sha, the call I register yesterday.",neutral,v3_mixed
"No lie, the electricity keep crashing so people for office smile.",negative,v3_mixed
"My guy, the light customer care help me quick.",positive,v3_mixed
na so use thief my money oh make una help a broda abeg i don send mail tire access bank deserve dragging,negative,v3_mixed
"Omo, the rice close early today so my family notice am too.",neutral,v3_mixed
"Today, the mobile banking make me lose money and dem promise fix am tomorrow.",negative,v3_mixed
god pls protect ur lovely children from evil agendas today na follow dem dey follow each other dem no kee perzin,positive,v3_mixed
this fit jam traffic wey fit cause fight,negative,v3_mixed
just try and shift her womb to the side wey twins dey,positive,v3_mixed
i fit even use my profit enter airplane go meet them wherever they are so far they are within nigeria,positive,v3_mixed
"No lie, the 4G deserve five stars but nothing special happen.",positive,v3_mixed
video is on d dj set rolling often n oftend video na deadest as warri boyz dey talk emblessup kesh,positive,v3_mixed
"For real, the data bundle save my time so dem promise fix am tomorrow.",positive,v3_mixed
"My guy, the soup surpass my expectation because nothing special happen.",positive,v3_mixed
"Chai, the rice save my time and e better pass before.",positive,v3_mixed
lol na to dey buy flash drive per project dey enter bus go give them,neutral,v3_mixed
hopefully i get my request treated by tomorrow i was damn busy didnt have time to eat shuffling between marina and iganmu like times and na una processes we dey digitize ooo‍️,negative,v3_mixed
gbedu wen dey burst brain na today o,positive,v3_mixed
dey press the weyrey like bread wey dey wan buy,negative,v3_mixed
"Abeg, the doctor dey sweet me because dem promise fix am tomorrow.",positive,v3_mixed
so from staked n on a leg multibet to secure a bag of fifty million naira n jus laidat na me and una for dis matter,positive,v3_mixed
"Meanwhile, the tax office need verification so my family notice am too.",neutral,v3_mixed
Not bad service but not impressive too,neutral,negation_handcrafted
its like they plan these things coz wetin be dis na so like there will be an unmarried women association ‍️‍️,negative,v3_mixed
who are you lieing tooexcept if na sex dem they find,negative,v3_mixed
"Chai, the bank app deserve five stars and I hope e improve soon.",positive,v3_mixed
"My guy, the electricity make life easy and I fit use am every day.",positive,v3_mixed
"See ehn, the soup be under maintenance although people for office smile.",neutral,v3_mixed
no be same place abina wetin again,neutral,v3_mixed
The item arrive and I like the quality.,positive,negation_contrastive_v6
fine girl = wahala and wahala no dey finish so dem dey fear us,negative,v3_mixed
"Na true say, the payment keep crashing and I still dey wait.",negative,v3_mixed
omo don jazzy na fine boy o see that don jazzy and aj advert with glo first,positive,v3_mixed
i want to love somebodys daughter so badly na me dem go dey use as model husband for prospective suitors coming to marry the other girls in the house,positive,v3_mixed
happy new month sef don turn sour‍️ this year get as e be,negative,v3_mixed
"Abeg, the website save my time.",positive,v3_mixed
hungary win or draw don bin grand audit na hunger go kill una entire nation o,positive,v3_mixed
make it pm abeg i de sleep,neutral,v3_mixed
really but i wan park comot so o dem too oppress me o,negative,v3_mixed
this guys small challenge una go de oppress us,negative,v3_mixed
guy dey like kalistus wey dey do yawah skits for youtube,positive,v3_mixed
"Omo, the wallet close early today so I hope e improve soon.",neutral,v3_mixed
to be honest if all of them dey inform una suppose fit win league but i no wish una well,negative,v3_mixed
"Meanwhile, the ATM I register yesterday so my family notice am too.",neutral,v3_mixed
oh my goddistance no be anything but this one wey strong men don dey road,negative,v3_mixed
"My guy, the bank app na pure wahala but I still dey wait.",negative,v3_mixed
e don happenaccountant general office don burn‍️‍️,negative,v3_mixed
"Na true say, the doctor no work at all.",negative,v3_mixed
naira marley as e dey go someone need to check up on if his voice never crack cos i don too play the track today,positive,v3_mixed
by now i for don dey chevron drive dey enjoy this,negative,v3_mixed
just one prayer oh lord remember me all tru dis ember months let my name be in dia heart,positive,v3_mixed
i dey try i just wrap myself like moi moi for bed here i dey get severe heart burn and belle dey pain me e dey hot from my chest to my belle god i beg,negative,v3_mixed
biko dem don start selling sim,neutral,v3_mixed
make e see wetin hin fine face and stature dey cause for my marital house o,positive,v3_mixed
"Chai, the mobile banking be under maintenance and people for office smile.",neutral,v3_mixed
"Honestly, the cart no work at all although I fit use am every day.",negative,v3_mixed
brain why you de do me so,negative,v3_mixed
"This morning, the POS open by 8am and my family notice am too.",neutral,v3_mixed
naso my naira don go,negative,v3_mixed
"Honestly, the lecture na pure wahala.",negative,v3_mixed
"Meanwhile, the mobile banking deserve five stars although e better pass before.",positive,v3_mixed
"Meanwhile, the order na correct one and everything smooth.",positive,v3_mixed
na this girl wey dey make me kolo ye,negative,v3_mixed
na ozo dem give strike na him still dey apologize to nergy i wan die for laugh oo,negative,v3_mixed
"No lie, the app need verification.",neutral,v3_mixed
"Abeg, the restaurant save my time and nothing special happen.",positive,v3_mixed
like this this guy go fit dey knack threesome while me dey feed mosquito here,negative,v3_mixed
e no easy,negative,v3_mixed
"Na true say, the rice de available now and I hope e improve soon.",neutral,v3_mixed
lmao abuja guys are crying cuz of traffic theyve been uploading it everywhereincluding whatsapp make una taste wetin we dey feel for here too,negative,v3_mixed
Everything is normal so far.,neutral,curated_contrastive_v5
me wey don imagine myself tire for bg make i just they help dem handle anything computer related,positive,v3_mixed
"Omo, the school portal de available now and dem promise fix am tomorrow.",neutral,v3_mixed
you sef no say u dey lie but sentiments no fit gree u,negative,v3_mixed
"Honestly, the appointment deserve five stars because everything smooth.",positive,v3_mixed
"This morning, the lecture customer care help me quick.",positive,v3_mixed
"My guy, the lecture na pure wahala.",negative,v3_mixed
na wa ooo i dont really pay attention to football that much again i dont know ousmane and paulinho facially if not for twitter,negative,v3_mixed
ashlux cap wey come be k unko make u come enter bike breezz carry am enter canal,negative,v3_mixed
small beard wey i manage grow barber don commot am na wa,negative,v3_mixed
"Yesterday, the cart keep crashing.",negative,v3_mixed
"I think, the seller dey sweet me.",positive,v3_mixed
ill never understand a doctor showing up to work without a pen i have with me at all times and at least in the car as back up at home e go reach like sef wey dey my table,negative,v3_mixed
my account just de follow random ppl,negative,v3_mixed
you go dey hear so the oxygen go con meet the methyl group con form leaving group sha the end product na secondary alchohol shey you get bro i no get,negative,v3_mixed
"My guy, the package save my time because I hope e improve soon.",positive,v3_mixed
na whete you wan make we park the jet when our president dey london for oshodi so we can save money haba ️,negative,v3_mixed
"See ehn, the bus customer care no answer.",negative,v3_mixed
"For real, the soup open by 8am because I no get problem again.",neutral,v3_mixed
kwanar ina ppl like u wey no dey comot hakkin allah inside ur wealth get mouth abi,negative,v3_mixed
for this lagos if person no dey careful na transport and food go dey finish your money,negative,v3_mixed
i gave one small boy ogogoro dem catch me e beat me had to act like i fainted e use cane wake me up,negative,v3_mixed
"For real, the service I use am today but I hope e improve soon.",neutral,v3_mixed
"The network is available, and I enjoy browsing with it.",positive,targeted_negation_v7
"Omo, the pizza I go recommend am so e better pass before.",positive,v3_mixed
nah true love na for facebook e dey i dey go reply messages now,positive,v3_mixed
"Abeg, the payment be under maintenance.",neutral,v3_mixed
"For real, the soup frustrate me so nothing special happen.",negative,v3_mixed
and na for your lower lips i wan make e dey,positive,v3_mixed
"Honestly, the ATM price change small so e better pass before.",neutral,v3_mixed
na so i buy laptop and wifi wey i no plan for now im broke,negative,v3_mixed
"For real, the bill price change small.",neutral,v3_mixed
this is me going on my own oo and this truck driver is shouting auntie na you get this bumbum ahh na you get this thing like this so and im not even seeing the bumbum hes talking about,negative,v3_mixed
big funds strictly bookings you fit blow k if you blink,positive,v3_mixed
"I think, the teacher na correct one and people for office smile.",positive,v3_mixed
lol stupid annoying thing next month i fit fry my own egg sef,negative,v3_mixed
"Sha, the clinic make me lose money.",negative,v3_mixed
"See ehn, the service I use am today because I hope e improve soon.",neutral,v3_mixed
if you never listen to bolanle by swears we need to check into your matter bolanle getti boyfriend wey no like too spend she getti boyfriend wey too dey calku she getti boyfriend omo ijebu bolanle ft ivd,positive,v3_mixed
i get this friendship wen dey flow since undergraduate days each time i try make e flow enter ocean girl go buy boat,negative,v3_mixed
"See ehn, the teacher be under maintenance but I no get problem again.",neutral,v3_mixed
"Today, the lecture send notification although everything smooth.",neutral,v3_mixed
na from crawl small pikin dey walk,neutral,v3_mixed
special shoutouts to the smart ladies getting it on their own una dey give us hope sey life no dey revolve only around bum bum,positive,v3_mixed
"Abeg, the bill open by 8am.",neutral,v3_mixed
"Na true say, the ride make life easy but e better pass before.",positive,v3_mixed
"Sha, the Bolt save my time although I hope e improve soon.",positive,v3_mixed
e don happen again o olosho don steal iphone pro max wey my guy borrow,negative,v3_mixed
even if dem sub rashfordwho dem wan put now,negative,v3_mixed
"E no be wetin I expect, quality poor",negative,negation_handcrafted
na who dey alive dey work,positive,v3_mixed
I no trust this seller.,negative,targeted_negation_v7
na make hin ride last forever be our own prayer make hin reign be like royalty way dem no fit sack no leave no transfer,negative,v3_mixed
na this welcome back process dey pain me pass for this phone wey i lose,negative,v3_mixed
every morning i wake up ehhh i always thank god dat i failed dat one maths dat made them move me to art class me nd art was a match made in heaven oo,positive,v3_mixed
"My guy, the 4G customer care no answer.",negative,v3_mixed
the one wey i register over years now i don see id card,negative,v3_mixed
"No lie, the hospital send notification.",neutral,v3_mixed
na the matter i dey with patience ozonkwo dey settle since yesterday,positive,v3_mixed
"Abeg, the delivery send notification.",neutral,v3_mixed
i really dont like anything about rivers peopleelection dey them go kill election no dey them go kill whats it with you people sef ‍️,negative,v3_mixed
can you just shut up abeg like shat up sheybi na your pikin them burn you for her mouth dey yarn okoto like this,negative,v3_mixed
"Abeg, the food I go recommend am.",positive,v3_mixed
corruption don jam corruption our country is a joke,negative,v3_mixed
song dat is already fading sef,negative,v3_mixed
"I think, the NIN service na pure wahala so I still dey wait.",negative,v3_mixed
this album is fire you just gained a fan youre addictive ive been avoiding this album but e choke me today now im stuck on replay,positive,v3_mixed
i don spark am how i fit make una manage am happy new year,positive,v3_mixed
na partey dey sha collect and e dey pain me o,negative,v3_mixed
"Honestly, the bill open by 8am so I no get problem again.",neutral,v3_mixed
"Omo, the Bolt work well well so everything smooth.",positive,v3_mixed
"Abeg, the wallet process still dey.",neutral,v3_mixed
i hope youre watching your team now me sef dey watch ooo romero na good keeper sha,positive,v3_mixed
make person show me love buy me iphone na abeg show una boy love abeg,positive,v3_mixed
omo we no fit chop life again o them don dull us,neutral,v3_mixed
"Na true say, the result send notification so I hope e improve soon.",neutral,v3_mixed
"Chai, the passport office keep crashing although everything smooth.",negative,v3_mixed
"My guy, the water customer care help me quick.",positive,v3_mixed
when nigeria go reach the level wey be say nepa go take light for days and them go give reasonable explanation fuel ️ too dey expensive to dey burn this kind time na kini gbogbo nonsense yi,negative,v3_mixed
"Chai, the seller no work at all although e better pass before.",negative,v3_mixed
"My guy, the rice customer care help me quick so everything smooth.",positive,v3_mixed
una too dey suck data abeg i no be benefit boy now gb cant even last for a day years dey corner for una,negative,v3_mixed
"Meanwhile, the ATM too slow.",negative,v3_mixed
"Abeg, the wallet make me lose money so people for office smile.",negative,v3_mixed
Impressed with how quick dem resolve the issue,positive,v3_mixed
lmafoooooooooooooooooooooo na why i dey always use good morningevening maam yes maam for my married exes whenever we dey chat,negative,v3_mixed
"Chai, the order need verification so everything smooth.",neutral,v3_mixed
the only thing wey these psg team sabi na to dey drip for ig outside france they are just an overrated swansea fc,negative,v3_mixed
"Yesterday, the bank app I use am today.",neutral,v3_mixed
lol me na those advert dey vex me pass,negative,v3_mixed
"Omo, the shawarma work well well.",positive,v3_mixed
go na siddon look i dey na bera dey your side,positive,v3_mixed
person wey wan gimme money today talk say e no dey gimme again till next month,negative,v3_mixed
"Omo, the Bolt customer care no answer.",negative,v3_mixed
"Chai, the wallet close early today but nothing special happen.",neutral,v3_mixed
"Meanwhile, the agency sharp no be small although everything smooth.",positive,v3_mixed
"Honestly, the meter customer care no answer.",negative,v3_mixed
sugarbuthow long must aconte experiment with this hazard falsesenarioe no dey work,negative,v3_mixed
bruh na just point we need if dem no fit win those guys are frustrating aswear,neutral,v3_mixed
"See ehn, the pharmacy waste my time but I hope e improve soon.",negative,v3_mixed
"Yesterday, the taxi customer care no answer but e better pass before.",negative,v3_mixed
u na don start afobe is a baller mehnlool,positive,v3_mixed
i don belivit the same abuad weh i dey na him this kind babe dey wahala dey,negative,v3_mixed
"I think, the teacher be under maintenance although nothing special happen.",neutral,v3_mixed
abeg why cooking gas dey always finish on sunday my rice dey swell like dis i,negative,v3_mixed
we dey play dorobucci by ontop wit,neutral,v3_mixed
"I think, the bill I go recommend am and nothing special happen.",positive,v3_mixed
say na child of god person wey be omo wobe,negative,v3_mixed
The delivery no slow and no fast.,neutral,targeted_negation_v7
for us wey no sabi smile but dey sing nkor if you live me go dey,positive,v3_mixed
bros abeg as you dey forecast dey put the games for here make we too follow you chop money this world cup ooo abeg bro,positive,v3_mixed
na you dey do giveaway na your second number dey win am ‍️ set awon give and take,negative,v3_mixed
"Na true say, the trip send notification and I hope e improve soon.",neutral,v3_mixed
My order was delayed for days.,negative,curated_contrastive_v5
abeg i need follow snaps wey dey happen abeg na dat kain premium content i need dey watch,positive,v3_mixed
wait oo shey d guy don offend dem b or y dem dey burst am on top bday like dis,positive,v3_mixed
I trust the transfer confirmation.,positive,targeted_negation_v7
"No lie, the airtime close early today.",neutral,v3_mixed
"Omo, the pharmacy need verification but people for office smile.",neutral,v3_mixed
anybody wey dey do birthday now na prayers i go send,positive,v3_mixed
"For real, the airtime de available now and I no get problem again.",neutral,v3_mixed
you no hear wetin malaria dey do us bah na proud you hear,negative,v3_mixed
correct isiewu wey fit cure hypertension even covid sef we always give you a reason to return please disturb us with your orders were capable biko,positive,v3_mixed
This network not bad since morning,positive,negation_handcrafted
I no happy with the product I received.,negative,negation_contrastive_v6
"Not good enough to praise, not bad enough to complain",neutral,negation_handcrafted
doctor wey sabi gbas gbos,positive,v3_mixed
"No lie, the lecture process still dey.",neutral,v3_mixed
"See ehn, the appointment no work at all.",negative,v3_mixed
I think the network is reliable.,positive,targeted_negation_v7
"No lie, the shawarma I use am today but my family notice am too.",neutral,v3_mixed
"Abeg, the hospital close early today.",neutral,v3_mixed
I check the product yesterday,neutral,v3_mixed
the fan wants to be held nah but if this girl get boyfriend the guy go don drink tiri keg of water cos em eye go dey reeeeeed em body go dey shaaaake,negative,v3_mixed
im a dancer oh guy mafo better than poco lee sef i no just like to dey show myself humility wan kill me sef,negative,v3_mixed
big brother abeg we don tiya to dey look these people,negative,v3_mixed
imagine fine boyz are being paid salary in nigeria so na so i for still dey broke dey go,negative,v3_mixed
una when dey give m followers how many una get,negative,v3_mixed
na why my ubeji dey contain me be thisonly today i don spend almost k on transportationfor someone thats jobless oo,negative,v3_mixed
"Meanwhile, the cart disappoint me and I still dey wait.",negative,v3_mixed
"Chai, the hospital process still dey.",neutral,v3_mixed
abi u nor dey hear wetin rema dey talk,neutral,v3_mixed
"E no sweet me at all, bad experience",negative,negation_handcrafted
early morning u dey make person laugh,positive,v3_mixed
as in the word strong ehn so tey e fit break padlock,positive,v3_mixed
"This morning, the airtime need verification.",neutral,v3_mixed
"Honestly, the teacher sharp no be small but nothing special happen.",positive,v3_mixed
who needs a girlfriend una don finally win,negative,v3_mixed
you wan hear wetin dey happen for room,neutral,v3_mixed
"Yesterday, the delivery I use am today because I no get problem again.",neutral,v3_mixed
this people wan finish my yellow and nude oo anyways i dey book your session,negative,v3_mixed
"Na true say, the platform I register yesterday.",neutral,v3_mixed
lmaooooo thank god e kuku dey empty abeg make dem gods run one or twos inside the aza nau,positive,v3_mixed
lool na too save up comot this country last last i fit just marry oyibo collet green card,positive,v3_mixed
lmao na una way na trust me i wont be surprised,negative,v3_mixed
ah e don happen owhich kind virus is this ffs how dem wan take trace all those people he must had contact with now ehn,positive,v3_mixed
"I think, the transfer dey sweet me.",positive,v3_mixed
someone is threatening me on this app im not safe please if anything happens to me hold this man and im a very nice guy on this app ey god i no dey find trouble oo,negative,v3_mixed
"Abeg, the 4G be under maintenance but dem promise fix am tomorrow.",neutral,v3_mixed
like say davido know say something like this go happen for this country protesters dey use dis fem song dey catch madd cruise before governor or commissioner talk boys don play fem,negative,v3_mixed
"Chai, the bus close early today because I no get problem again.",neutral,v3_mixed
"Na true say, the SIM price change small but my family notice am too.",neutral,v3_mixed
"For real, the order de available now although I no get problem again.",neutral,v3_mixed
our moto chai dem wan craze abi,negative,v3_mixed
one pikin wia get sense,positive,v3_mixed
sometimes all you just have to do is to lock up and smile no be say you weak or you no sabi wetin dey sup but e no just worth am,positive,v3_mixed
who be this new guy wey enter for ighalo wey dey play ball like insect,negative,v3_mixed
"Abeg, the call waste my time because I still dey wait.",negative,v3_mixed
"Honestly, the website na pure wahala so I no get problem again.",negative,v3_mixed
all the girls for uyo na model meanwhile this one said shes the most beautiful queen in nigeria i don google tire ion see her name babe dey work me facee ‍️‍️,positive,v3_mixed
na to dey make noise nai them sabi,negative,v3_mixed
lucy sef dey dance wawu,positive,v3_mixed
lol shey you wey dey bend person pikin don buy byc pata ni,negative,v3_mixed
but e dey payyy,positive,v3_mixed
"For real, the SIM be under maintenance.",neutral,v3_mixed
i never take anything serious sha someone told me you dey burst my brain nonstop and the first thing that came to my mind was gbedu wey dey burst brain and i just had to say it,positive,v3_mixed
na frm friday night we dey take sabi how saturday morning go take be,neutral,v3_mixed
whats the difference but the money used in printing d souvenirs was stolenwe say person corrupt dey say na small,negative,v3_mixed
if una give nia federal housing lugbe light una go die or una go stop to dey bear the name aedc sigh,negative,v3_mixed
"No lie, the app make life easy because my family notice am too.",positive,v3_mixed
"I think, the meter de available now and I still dey wait.",neutral,v3_mixed
thank god bros nor decide to dey idle u never can tell how god go take bless person e fit be through woman kfb,positive,v3_mixed
ive had enough today abeg i no fit waka again belle wan burst,negative,v3_mixed
"Sha, the tax office no work at all so I fit use am every day.",negative,v3_mixed
dear anon i don wait sote i don dey loose weight ooooo,negative,v3_mixed
lmfaoo this nurse doesnt know im mad dey slow am i go dey increase am,negative,v3_mixed
"I think, the school portal I register yesterday but I still dey wait.",neutral,v3_mixed
Everything about this order dey perfect,positive,v3_mixed
"See ehn, the bus dey sweet me although dem promise fix am tomorrow.",positive,v3_mixed
i love how goofy fun and playful their relationship is wizkid is happy tiwa is happy future loml let us be happy like this forever anybody wey dey carry block for their matter dey on their own,positive,v3_mixed
"No lie, the soup sharp no be small.",positive,v3_mixed
"Today, the transfer price change small because dem promise fix am tomorrow.",neutral,v3_mixed
"I think, the meter process still dey although I fit use am every day.",neutral,v3_mixed
"Honestly, the app na correct one and I still dey wait.",positive,v3_mixed
"Meanwhile, the light close early today because I hope e improve soon.",neutral,v3_mixed
"My guy, the lecture sharp no be small although everything smooth.",positive,v3_mixed
The clinic sent the appointment reminder.,neutral,negation_contrastive_v6
i dey chop with ube,positive,v3_mixed
i no fit fight mercy if you look the happy hour too much sef na fight,positive,v3_mixed
"Honestly, the cart too slow and people for office smile.",negative,v3_mixed
nothing enter people wey dem say dem go reach rd round at odds no pass first round person wey never lose under minutes in like years na one punch finish am hot tears,negative,v3_mixed
make una stop this cheating thing e dey gimme chest pain,negative,v3_mixed
"Abeg, the mobile banking na correct one so I hope e improve soon.",positive,v3_mixed
you dey know na all those nyash wey get stretch marks dem dey like am well well,positive,v3_mixed
ayo no wan talk to us baba abeg no let this story die like dis na,positive,v3_mixed
my guy introduce en father to scam btc purchase company en father buy k dollars worth of btc btc no show efcc investigate na en son be the company ceo na we still dey settle oo,negative,v3_mixed
nor be you put ur mouth for the mata e get who calls you just see ur sef outside grow up joor,negative,v3_mixed
"Abeg, the call process still dey because nothing special happen.",neutral,v3_mixed
"I think, the driver keep crashing but dem promise fix am tomorrow.",negative,v3_mixed
"Meanwhile, the clinic open by 8am and I fit use am every day.",neutral,v3_mixed
na so polio wey we don eradicate b take come back o thanks our able pmb govt,negative,v3_mixed
"Sha, the payment disappoint me but I still dey wait.",negative,v3_mixed
boys i wan pound yam like this so the yam don dey fire shey una go like chop since doppelgänger don chop k,positive,v3_mixed
"Sha, the result keep crashing but dem promise fix am tomorrow.",negative,v3_mixed
"My guy, the trip sharp no be small so I fit use am every day.",positive,v3_mixed
where dem de sell kidney self i can survive on one,negative,v3_mixed
abeg gimme ur address make i begin trek come dia,positive,v3_mixed
bros obama abeg mke dem find me small thing nah xmas don reach oh,positive,v3_mixed
okay we dey wait patiently,positive,v3_mixed
"Today, the platform price change small and everything smooth.",neutral,v3_mixed
"Today, the pizza close early today although e better pass before.",neutral,v3_mixed
pls who has the dg of nysc number or email this my cds pple think they can extort me of k for project wey dey inconclusive abi them think say k plenty ni,negative,v3_mixed
e be like say nothing for me today o i don drop account details everywhr nobody dey see am,negative,v3_mixed
lmafoooooooooooooooooooooo id rather forfeit the airtime than use my money call customer care dem sef na worse your airtime go dey go and idiots go dey sing nonsense songs dey chop your airtime before an agent go pick,negative,v3_mixed
arnold don dey curse o arnold na actor sha amvca awaits him,positive,v3_mixed
poverty must die this year boys dey work dem never collect oluwa please wire time no dey na you be our hope we pray and believe in you only,positive,v3_mixed
I no satisfied with the response from the office.,negative,negation_contrastive_v6
chai e take you time sha make sars matter finish na you go take me go out go chop make i recover,positive,v3_mixed
now ice cream too e don tey not that sandy supreme shit i get here i want to go home i hate schooling,negative,v3_mixed
I am happy with the way dem handle the complaint.,positive,curated_contrastive_v5
"Sha, the light na pure wahala.",negative,v3_mixed
"Na true say, the passport office frustrate me so I hope e improve soon.",negative,v3_mixed
I never decide yet.,neutral,curated_contrastive_v5
"Sha, the order process still dey although I hope e improve soon.",neutral,v3_mixed
na so e dey do you you don start e dey shark you abi,positive,v3_mixed
"Chai, the website no work at all although I hope e improve soon.",negative,v3_mixed
"Omo, the bank app frustrate me but I hope e improve soon.",negative,v3_mixed
after i have abused you you still continue to view this thread wetin you dey fine you dey madd you chop winch you wan die oya geddifok fuck you damn you,negative,v3_mixed
a whole vice president is infected with the virus vp wey no dey enter public transport o wey no dey stand for bus stop ha,negative,v3_mixed
"Sha, the result deserve five stars but my family notice am too.",positive,v3_mixed
"Today, the doctor waste my time and dem promise fix am tomorrow.",negative,v3_mixed
na the body spray and perfume be this oh container don land make una pardon my video quality,negative,v3_mixed
"For real, the passport office customer care help me quick.",positive,v3_mixed
"Today, the driver need verification so e better pass before.",neutral,v3_mixed
"Yesterday, the food need verification and dem promise fix am tomorrow.",neutral,v3_mixed
wetin dey for my back i no carena wetin dey front i wan know kip streaming onitsha anambra state nigeria,positive,v3_mixed
dstv nigeria go host live watch party for their instagram page by pm today the hosts na and ️ make sure you watch am as you fit win big prizes from,positive,v3_mixed
"Yesterday, the package waste my time because I still dey wait.",negative,v3_mixed
i no fit talk ooo,neutral,v3_mixed
"Sha, the school portal frustrate me.",negative,v3_mixed
when be say make u read u wont na instablog u go dey go read headline,negative,v3_mixed
how this two weeks wan be nashey i no go they spray bullets for twitter like dis anybody wey e meet e meet ooo,negative,v3_mixed
"See ehn, the food de available now and people for office smile.",neutral,v3_mixed
"This morning, the trip na pure wahala because I fit use am every day.",negative,v3_mixed
na true oh u don dey old oh,negative,v3_mixed
"Sha, the bill save my time although nothing special happen.",positive,v3_mixed
"For real, the order close early today so dem promise fix am tomorrow.",neutral,v3_mixed
haaaaa abeg o you see say i no mention hin name i no want wahala that guy fit injure person on top wenger matter,negative,v3_mixed
"Chai, the hospital waste my time although e better pass before.",negative,v3_mixed
na you literally dey on top my tl dey sweat on davido matter since guy focus on your idol nau or sake of he no get hit for like two years now,negative,v3_mixed
"No lie, the account work well well because nothing special happen.",positive,v3_mixed
"The food come warm, no be hot but e taste good",positive,v3_mixed
mood finally is resuming boss don comot from office light no dey my sends me off to s high way give me transport to take go back office cos like this i don lost,positive,v3_mixed
younging wey de cause trouble,negative,v3_mixed
"Omo, the website make life easy.",positive,v3_mixed
"Chai, the shawarma frustrate me and nothing special happen.",negative,v3_mixed
this your body na killer,positive,v3_mixed
you wey don chop life,positive,v3_mixed
"For real, the seller no work at all but e better pass before.",negative,v3_mixed
have dey given u d award why are dey waistin time nah eheh bros eeh abeg find me $usd mak i take chop jarehehehe,negative,v3_mixed
"My guy, the network frustrate me but everything smooth.",negative,v3_mixed
Delivery came today as expected.,neutral,curated_contrastive_v5
you dey always feel opinionated about any issue wey come up for heresometimes shut up e say na influencer,negative,v3_mixed
na so me sef shock dear na me fuck up sha,positive,v3_mixed
fly wey dey follow big meat nor dey lean i know so many leaders but this leader stands out every encounter with general augustine usinefe ogedegbe the ssa to the delta state,positive,v3_mixed
mehn we cannot kill the spirit na body carry am so body go chop so the spirit fit get house to stay also arizona to keep sharp witty and happy also no forget to smile,positive,v3_mixed
"Yesterday, the lecture surpass my expectation but everything smooth.",positive,v3_mixed
money go fit me die my offer still stands o celebritieswhere una dey am in the mood to draw tatoo dont miss did opportunity oo dont say i didnt announce it o,positive,v3_mixed
"For real, the water deserve five stars and I still dey wait.",positive,v3_mixed
happy birthday bro god shall continually enlarge your coast after the order of jabez in the name of jesus i no far from you na i dey igandoikotun anytime we fit link up,negative,v3_mixed
no any better na one bus e go take if better de,neutral,v3_mixed
"For real, the bank app dey vex me but I fit use am every day.",negative,v3_mixed
"This morning, the electricity open by 8am and people for office smile.",neutral,v3_mixed
"Today, the school portal customer care no answer although I no get problem again.",negative,v3_mixed
ehnnnnnnnnn na easy things b this oo abeg com carry me go the baba place sharply i go even rent house for him for lekki with cars sef,positive,v3_mixed
"No lie, the clinic dey sweet me and I no get problem again.",positive,v3_mixed
e suppose shoot seun,negative,v3_mixed
"I think, the hospital too slow.",negative,v3_mixed
that chips i bin dey chop for momo for your side kept me going mehn that soft golden bread and fish stew bin dey top up the chao god bless yall famms mehn i just miss childhood,positive,v3_mixed
"Sha, the website save my time although people for office smile.",positive,v3_mixed
abeg were una dey see love now,positive,v3_mixed
wahala for who her friends never don acknowledge amm as mrs laycon oo the something dey sweet me shaa another wonderful day to stream songs,positive,v3_mixed
"Abeg, the data bundle price change small although people for office smile.",neutral,v3_mixed
wait oh i hope you know say some people never see iphone you kon de talk e be like say you na de mad,negative,v3_mixed
"Today, the water I use am today.",neutral,v3_mixed
The bank open by 9am,neutral,v3_mixed
"Honestly, the data bundle sharp no be small so nothing special happen.",positive,v3_mixed
E arrive earlier than the time wey dem promise,positive,v3_mixed
we just dey start and you don already dey lose concentration you for jazz up ooo,negative,v3_mixed
to god be the glory i don dey add weight oh now na to get six pack remain,positive,v3_mixed
"Omo, the water keep crashing.",negative,v3_mixed
standing erica is so hard am abt to cry nw wic kind wahala be dis,negative,v3_mixed
tate mcrae makes songs for girls wey dem break their hearts,negative,v3_mixed
"Meanwhile, the mobile banking dey sweet me and my family notice am too.",positive,v3_mixed
i dey the warri now i dey with the area now i dey with the boys when just come back from krench i dey the street now,neutral,v3_mixed
went to the bank today and everywhere was smelling like ogiri this lagos heat sef be like say the angel wey dey control sun don mistakenly siddon ontop d remote,negative,v3_mixed
"My guy, the platform dey sweet me because I still dey wait.",positive,v3_mixed
"Na true say, the hospital need verification.",neutral,v3_mixed
this man wey dey underprice me for a job na government appointee ‍️ baba said i no get money please na i never even buy materials baba sef dey cruise willie is work with driver sef ‍️,positive,v3_mixed
"Chai, the ATM sharp no be small because everything smooth.",positive,v3_mixed
i wan use am take ponder on wetin dem teach for church today b,positive,v3_mixed
its not been long you left us you fit still come back,positive,v3_mixed
"This morning, the delivery sharp no be small but nothing special happen.",positive,v3_mixed
"Omo, the SIM sharp no be small.",positive,v3_mixed
alaye e don do stop explaining for them i don delete tweet dem go rest,positive,v3_mixed
